id,reputation,num_badges,num_answers,num_questions,num_comments,num_accepted_answers,avg_ans_score,avg_ques_score,avg_comm_score,avg_accepted_ans_score,contributing_score
2901163,23,5,1,2,1,1,0.0,1.5,0.0,0.0,0.6
2893843,27198,74,25,4,41,6,91.2,164.0,0.46,364.0,67.62
1246730,243,10,1,4,5,1,0.0,7.0,0.2,0.0,2.64
6745131,342,11,28,2,25,8,0.57,-0.5,0.04,1.38,0.43
6095207,173,9,3,16,46,2,1.0,0.19,0.02,1.0,0.13
322823,102,17,4,6,8,1,0.5,8.67,0.25,0.0,2.95
634133,123,6,1,1,1,1,0.0,23.0,0.0,0.0,5.75
994926,920,62,22,92,147,5,0.95,0.72,0.07,0.8,0.38
2760753,57,9,1,4,16,1,0.0,1.75,0.0,0.0,0.32
1439464,1116,18,22,1,22,14,3.32,0.0,0.09,5.0,2.46
2139709,582,25,10,23,23,7,1.7,2.61,0.26,1.71,1.51
2600195,419,19,27,4,62,9,0.63,0.25,0.0,1.33,0.29
4545442,722,20,20,4,65,6,0.85,0.25,0.15,1.17,0.37
4717145,178,11,8,4,13,4,0.63,1.25,0.38,0.5,0.59
1430509,397,19,7,7,12,2,1.71,4.29,0.17,5.0,1.93
4134251,14,5,2,4,10,1,0.0,-0.25,0.0,0.0,-0.06
3477128,59,8,1,15,15,1,0.0,0.27,0.07,0.0,0.16
2453012,322,16,3,6,10,1,6.0,1.17,0.0,1.0,1.3
5838496,416,21,17,8,44,10,0.76,0.13,0.09,0.7,0.32
983484,384,34,1,49,65,1,0.0,1.08,0.09,0.0,0.51
4649524,117,11,3,5,36,1,0.0,3.2,0.08,0.0,0.42
1256346,89,15,2,23,41,2,1.0,0.22,0.02,1.0,0.15
2486185,541,13,7,1,14,1,7.57,0.0,0.0,44.0,4.22
6905695,73,10,1,4,12,1,-1.0,3.5,0.17,0.0,0.83
1404600,732,36,22,23,58,7,0.95,2.04,0.14,0.43,0.72
1119104,151,6,6,7,8,2,1.67,0.57,0.0,3.0,0.87
3017179,82,9,5,13,28,1,0.0,0.62,0.0,0.0,0.17
2364871,897,28,3,6,13,2,15.67,6.83,0.23,23.5,5.75
5872371,194,17,3,25,62,2,-0.67,0.52,0.03,0.0,0.14
1071834,4101,55,116,12,362,40,2.59,2.42,0.33,5.6,1.27
2839315,76,5,2,6,3,1,0.0,2.0,0.0,0.0,1.0
830806,570,15,24,14,51,2,1.42,0.36,0.12,2.5,0.55
3345921,343,12,30,3,11,7,0.4,0.33,0.0,1.14,0.41
256038,7,7,1,4,9,1,0.0,0.0,0.0,0.0,0.0
4025802,323,12,33,3,99,7,0.27,1.0,0.23,0.29,0.26
3948823,199,26,9,25,61,2,0.67,0.48,0.1,2.0,0.29
360568,514,34,4,37,27,3,1.0,1.76,0.07,1.33,1.06
112955,38226,237,316,24,169,203,10.35,2.79,0.51,12.99,8.51
61296,566,8,5,1,1,3,9.8,0.0,0.0,16.0,9.7
1845423,2188,52,49,19,77,18,2.86,3.74,0.44,5.56,2.12
3551861,158,16,3,6,13,2,0.33,0.17,0.08,1.0,0.21
2947662,108,10,3,9,16,2,0.0,2.11,0.06,0.0,0.67
374906,71,9,2,2,3,1,0.5,5.0,0.0,0.0,1.38
2993423,570,13,22,1,26,10,1.86,2.0,0.19,2.2,1.19
1032707,463,54,19,40,87,8,0.63,1.05,0.02,0.88,0.41
1382515,801,16,34,13,48,9,1.35,1.0,0.25,2.78,0.92
408347,1848,25,26,1,19,6,5.85,0.0,0.05,10.17,4.12
747696,3254,38,38,13,48,18,7.05,1.85,0.08,13.44,4.6
2707342,61,7,1,11,32,1,2.0,0.36,0.03,2.0,0.2
3846831,86,8,1,11,9,1,0.0,0.36,0.0,0.0,0.18
8200947,126,9,1,10,35,1,0.0,0.3,0.03,0.0,0.09
4182123,481,6,6,1,3,2,5.83,0.0,0.0,4.5,3.67
2028887,597,19,8,21,49,3,3.88,1.14,0.04,0.33,0.72
2030375,91,6,9,3,1,3,0.89,1.0,0.0,1.0,0.88
1579033,213,8,1,3,1,1,0.0,12.33,0.0,0.0,6.17
75573,946,34,2,7,8,1,27.5,4.57,0.25,0.0,4.94
2955471,33,10,1,3,8,1,0.0,2.0,0.0,0.0,0.46
2011205,29,5,7,1,6,1,0.14,-5.0,0.0,0.0,-0.27
1621517,19,10,1,9,4,1,0.0,-0.0,0.0,0.0,-0.0
1665301,675,22,27,2,44,2,1.67,0.0,0.68,2.0,1.05
1646964,164,12,3,15,27,2,2.33,1.0,0.0,0.0,0.47
558262,1323,37,12,9,40,5,1.33,20.67,0.1,1.6,3.24
10747,565,20,5,2,1,1,1.4,17.5,0.0,0.0,4.67
444271,23,8,1,4,14,1,0.0,1.0,0.07,0.0,0.25
860284,168,5,8,1,4,4,1.25,0.0,0.0,1.75,1.0
499156,403,25,10,11,33,1,2.0,1.91,0.18,1.0,0.87
735022,110,11,1,2,9,1,0.0,-0.5,0.0,0.0,-0.08
3485949,134,13,1,6,19,1,0.0,4.0,0.05,0.0,0.93
278354,164,15,3,29,29,1,1.33,0.41,0.0,3.0,0.31
8074786,2,4,1,4,7,1,0.0,-0.25,0.0,0.0,-0.08
621401,3123,53,47,8,85,16,5.26,2.0,0.29,13.63,3.24
2263747,397,5,1,1,1,1,28.0,0.0,0.0,0.0,7.0
153436,351,16,6,4,8,1,3.0,2.5,0.88,1.0,1.89
4289382,156,8,20,1,30,3,0.55,0.0,0.17,0.67,0.33
3051093,119,15,1,9,22,1,0.0,2.11,0.05,0.0,0.61
242070,2914,84,23,54,142,14,3.39,6.59,0.21,4.93,2.29
2443918,167,20,3,20,50,2,0.0,1.2,0.16,0.0,0.43
2036385,53,7,8,3,9,1,0.38,0.0,0.0,0.0,0.14
3212365,576,19,27,14,43,10,1.81,1.57,0.4,3.0,1.26
2723298,165,8,17,1,22,1,0.65,0.0,0.14,0.0,0.34
1185929,847,59,1,48,93,1,0.0,2.79,0.12,0.0,1.01
211877,3725,46,38,5,74,8,5.58,54.0,0.86,20.5,5.68
6177281,84,5,10,2,21,3,0.3,0.0,0.0,0.67,0.14
4951152,29,9,1,6,4,1,0.0,0.5,0.0,0.0,0.25
2355371,23,3,1,2,1,1,0.0,2.0,0.0,0.0,0.8
186912,325,21,12,6,18,1,1.75,2.33,1.06,0.0,1.46
9605202,48,7,1,11,13,1,0.0,0.55,0.0,0.0,0.23
2136303,100,10,5,4,6,1,0.4,3.75,0.17,0.0,1.13
492247,405,38,3,25,46,1,4.0,1.96,0.04,0.0,0.84
3961582,61,9,4,1,11,1,1.0,1.0,0.18,3.0,0.59
172011,408,26,1,16,47,1,0.0,4.81,0.0,0.0,1.18
1312923,239,23,4,47,139,1,0.25,0.66,0.04,1.0,0.2
1034998,4,2,1,2,5,1,0.0,-0.5,0.0,0.0,-0.11
7305340,69,10,1,11,23,1,0.0,1.0,0.0,0.0,0.31
4589065,49,10,1,11,14,1,0.0,-0.55,0.0,0.0,-0.22
1264375,3837,85,97,88,407,43,3.11,1.72,0.27,2.77,1.08
2880627,1485,23,64,15,82,27,1.09,2.6,0.12,1.78,0.89
186541,20244,84,53,6,132,25,36.0,1.67,1.41,46.8,15.16
127280,1160,34,10,21,24,6,5.9,3.62,0.29,2.33,2.56
2404738,96,17,1,11,6,1,0.0,1.55,0.33,0.0,1.0
406267,71,4,2,2,1,1,3.5,0.0,0.0,0.0,1.17
1194304,340,11,27,3,32,4,0.33,1.67,0.13,0.75,0.32
3344117,210,12,1,1,11,1,0.0,0.0,0.55,0.0,0.43
2648304,130,13,6,5,5,3,1.5,0.0,0.2,1.33,0.74
1205930,115,6,1,2,2,1,0.0,9.0,0.0,0.0,3.0
6198666,14,4,4,5,3,1,0.0,0.2,0.0,0.0,0.08
157168,6608,53,163,6,124,28,3.41,6.0,0.56,11.39,3.06
113535,11973,132,489,38,667,119,1.52,9.58,0.37,3.0,1.3
3419390,36,4,1,2,1,1,0.0,3.5,0.0,0.0,1.4
855217,1109,53,50,47,217,8,1.02,1.11,0.14,1.38,0.45
1642981,147,8,7,8,3,2,0.86,1.38,0.67,1.0,1.05
1218455,69,15,1,18,59,1,0.0,0.17,0.03,0.0,0.06
759351,78,8,4,2,9,1,1.5,1.5,0.11,2.0,0.75
7920,4308,79,41,31,73,8,6.46,7.94,0.36,17.0,4.4
856132,2995,137,59,181,716,19,1.83,1.4,0.04,1.63,0.43
143925,50,9,3,3,3,1,1.33,0.33,0.33,1.0,0.7
426320,160,5,17,1,9,4,0.59,0.0,0.0,0.75,0.42
4227438,309,14,21,1,17,4,0.67,0.0,0.29,1.5,0.58
244803,1239,33,41,18,36,11,1.73,2.61,0.11,3.82,1.55
1585294,12,7,1,5,13,1,0.0,-0.2,0.0,0.0,-0.05
3135025,52,10,1,13,24,1,0.0,-0.08,0.08,0.0,0.03
68264,825,35,25,3,9,3,2.56,1.67,0.56,7.0,2.38
2454017,127,8,20,1,26,3,0.3,4.0,0.42,0.0,0.42
3135319,59,11,8,7,13,1,0.0,0.43,0.0,0.0,0.1
110926,1430,26,10,1,4,1,13.4,2.0,0.75,4.0,8.94
516969,1372,35,10,10,32,5,10.1,6.0,0.38,16.4,4.47
9691039,17,5,1,12,18,1,0.0,0.0,0.11,0.0,0.06
1935898,401,21,13,17,38,4,1.46,0.06,0.03,1.5,0.38
1792059,50,9,2,4,5,1,0.5,1.5,0.0,0.0,0.58
7116436,81,5,4,1,5,1,2.0,0.0,0.6,0.0,1.0
3281404,238,20,15,14,34,6,0.87,1.14,0.09,1.67,0.61
1503552,967,52,27,69,274,9,1.67,0.84,0.02,1.89,0.33
1838360,22,7,1,7,6,1,0.0,0.14,0.0,0.0,0.07
7478155,28,5,3,5,1,1,0.0,0.4,0.0,0.0,0.2
1363815,1088,27,30,1,42,11,2.7,0.0,0.33,5.45,1.85
949110,248,20,2,20,34,1,1.0,1.85,0.06,2.0,0.75
6009031,393,25,3,22,30,3,4.0,1.18,0.03,4.0,0.88
5445240,91,6,11,1,6,4,0.18,0.0,0.0,0.25,0.14
1830419,112,27,6,28,81,1,0.17,0.36,0.06,0.0,0.14
3612081,78,12,2,6,21,1,1.5,1.5,0.0,3.0,0.5
4092086,145,15,1,21,33,1,4.0,0.43,0.12,4.0,0.38
1439822,116,16,1,11,21,1,0.0,1.73,0.14,0.0,0.65
1239094,122,16,16,8,28,7,0.25,0.63,0.07,0.14,0.2
611527,301,24,17,19,50,2,0.18,0.53,0.04,0.0,0.17
6001138,59,14,1,9,8,1,0.0,0.78,0.25,0.0,0.47
5292612,23,5,1,6,3,1,0.0,0.5,0.0,0.0,0.27
4127670,1674,43,37,13,46,6,2.7,5.31,0.33,2.0,1.92
4804535,261,10,10,12,16,1,2.2,0.17,0.44,2.0,0.85
813632,594,16,22,7,22,11,1.45,1.0,0.23,0.91,0.87
1680468,510,14,24,21,79,8,0.83,0.9,0.08,2.13,0.47
198526,106,3,1,1,1,1,9.0,0.0,0.0,9.0,4.5
2149619,760,19,12,1,6,1,4.92,0.0,2.0,0.0,3.55
145108,4383,49,124,6,238,44,2.1,5.67,0.18,2.61,1.09
1175327,5286,235,12,287,273,2,0.83,2.93,0.16,2.5,1.57
1132108,596,11,12,1,5,2,3.42,0.0,0.2,5.5,2.65
2213678,171,8,9,1,18,6,0.89,0.0,0.5,1.33,0.74
6301506,28,4,1,6,9,1,0.0,0.67,0.11,0.0,0.29
276387,426,8,7,1,4,3,3.86,0.0,0.25,7.67,3.4
2239771,71,14,5,25,16,4,0.2,0.12,0.13,0.25,0.14
514350,567,24,14,14,41,3,2.36,1.07,0.15,3.33,0.89
674447,1091,18,12,1,1,2,6.25,0.0,0.0,2.0,4.94
5583715,136,11,3,18,26,1,2.33,0.22,0.0,7.0,0.38
216076,91,19,3,14,43,1,0.0,1.0,0.0,0.0,0.23
1425100,373,21,1,14,33,1,1.0,4.5,0.09,0.0,1.37
707618,3765,57,137,22,566,54,1.88,3.59,0.36,2.74,0.88
2007717,60,10,2,4,11,1,0.5,2.0,0.0,0.0,0.5
9636457,75,9,1,6,21,1,0.0,0.5,0.14,0.0,0.21
5612301,448,16,13,6,33,5,1.62,1.17,0.09,1.0,0.63
438497,5252,79,96,36,239,35,3.66,4.28,0.05,8.83,2.03
309143,764,14,2,3,3,1,32.0,0.33,0.33,59.0,13.89
3009827,403,26,5,26,30,4,1.2,1.23,0.07,1.5,0.71
2754093,2494,39,130,11,191,57,1.15,0.91,0.27,1.46,0.76
10073141,53,8,6,2,4,1,0.17,-1.5,0.0,1.0,-0.08
1916789,5333,37,125,3,118,78,3.18,0.67,0.35,3.95,2.31
71748,58,7,1,2,1,1,0.0,5.5,0.0,0.0,2.2
540587,534,11,14,3,10,3,2.57,1.67,1.8,4.0,2.37
304311,938,28,20,2,26,5,3.55,3.0,0.88,1.8,2.06
64460,730,42,1,15,28,1,7.0,6.6,0.04,0.0,2.38
528493,95,8,1,5,11,1,0.0,3.6,0.0,0.0,1.0
2920131,694,18,20,2,9,1,2.7,0.5,0.11,0.0,1.75
167264,2200,18,16,1,5,4,12.19,0.0,0.4,44.0,14.35
3497,9852,138,113,71,205,47,4.42,11.45,0.42,3.94,3.63
5697992,51,6,8,2,1,1,0.5,0.0,0.0,0.0,0.33
2623173,195,10,1,1,1,1,15.0,6.0,0.0,0.0,5.25
6780503,326,10,19,1,13,7,0.63,0.0,0.38,0.71,0.55
4603375,328,4,5,1,4,2,1.4,-1.0,0.0,1.5,0.75
2221217,654,21,7,4,18,6,5.57,3.75,0.17,6.5,2.74
257349,1404,20,3,3,7,1,40.67,0.67,0.0,3.0,9.07
2536990,581,18,21,1,28,4,1.67,2.0,0.14,4.25,1.07
5612113,250,34,2,52,114,1,0.0,0.37,0.1,0.0,0.18
5515034,29,2,3,1,1,1,0.67,0.0,0.0,0.0,0.33
3963227,102,11,4,7,15,1,0.5,2.0,0.0,0.0,0.59
4260054,195,5,6,1,2,1,3.0,0.0,1.5,0.0,2.1
3929673,896,29,25,92,344,9,0.88,0.59,0.03,1.11,0.21
1260328,341,8,3,1,3,1,10.67,1.0,0.0,0.0,4.13
1223719,2126,34,136,24,444,38,0.82,1.75,0.27,1.37,0.51
2239590,73,9,2,4,16,2,3.0,0.5,0.06,3.0,0.63
1014640,1296,23,3,7,15,2,37.33,1.86,0.53,55.5,9.04
215966,53685,184,1805,30,3539,748,2.29,1.4,0.35,3.74,1.34
6644545,4,4,2,8,15,1,0.0,-1.25,0.0,0.0,-0.38
3346752,690,47,17,81,150,11,0.76,0.69,0.06,0.82,0.34
5710991,75,5,1,4,5,1,0.0,3.5,0.0,0.0,1.27
5895919,346,14,21,13,72,7,0.48,0.38,0.12,0.86,0.27
301543,148,22,1,11,24,1,0.0,2.45,0.0,0.0,0.73
2875989,35,8,1,11,11,1,0.0,0.45,0.0,0.0,0.21
1683022,2973,36,91,1,68,47,2.34,8.0,0.24,3.57,1.96
24222,4207,23,14,2,1,4,28.79,4.5,0.0,4.5,20.48
491690,486,19,7,10,20,2,3.29,2.5,0.35,0.5,1.44
314339,681,44,5,12,41,1,3.2,6.0,0.66,0.0,1.95
4404310,72,7,3,2,13,1,1.67,0.0,0.0,2.0,0.37
118787,192,19,1,8,13,1,0.0,4.63,0.0,0.0,1.61
1469734,852,67,4,78,120,2,11.5,2.13,0.07,23.0,1.3
1876474,170,18,1,7,11,1,0.0,1.71,0.0,0.0,0.6
5686420,156,12,13,9,70,3,0.54,1.0,0.09,1.0,0.26
90826,17902,89,69,13,115,20,21.84,30.54,0.72,61.7,14.84
1747266,646,14,8,1,2,3,6.87,0.0,0.0,11.0,6.29
571593,6286,110,185,49,503,42,2.26,3.57,0.48,3.67,1.27
2255257,181,16,3,26,68,2,0.0,0.96,0.04,0.0,0.28
6079130,38,6,2,6,19,1,0.0,0.33,0.05,0.0,0.11
9491870,20,6,1,2,3,1,0.0,1.5,0.0,0.0,0.43
333750,139,12,1,5,15,1,1.0,4.8,0.13,0.0,1.23
838486,182,11,1,4,7,1,0.0,8.75,0.43,0.0,2.92
7571230,15,3,1,2,1,1,0.0,-0.5,0.0,0.0,-0.2
681185,264,13,5,3,1,1,1.6,4.33,0.0,0.0,2.1
1729692,2467,52,126,29,193,51,1.1,1.69,0.36,1.29,0.81
1380406,4108,77,82,27,105,10,3.18,6.44,0.7,9.9,2.71
584336,1213,43,59,23,69,19,1.19,1.39,0.14,2.05,0.89
463490,73,13,10,8,9,2,0.4,0.63,0.11,0.5,0.38
1164307,188,15,2,8,22,2,6.5,0.75,0.0,6.5,0.94
1020752,135,12,8,5,13,5,0.63,2.8,0.08,0.6,0.74
632261,320,21,11,9,21,2,3.18,0.78,0.0,1.0,1.02
2751829,660,46,1,80,135,1,0.0,0.92,0.02,0.0,0.35
6199193,675,19,48,12,118,16,0.58,1.08,0.12,0.75,0.35
6331156,52,8,2,7,12,1,0.0,0.14,0.17,0.0,0.14
2081279,301,9,18,3,13,1,0.94,1.33,0.23,0.0,0.69
2188507,96,14,2,13,17,1,0.5,0.69,0.18,0.0,0.39
2395374,200,16,5,7,25,3,0.0,2.43,0.16,0.0,0.53
1751570,35,14,1,15,21,1,0.0,0.2,0.05,0.0,0.11
969925,5,5,1,2,1,1,0.0,-0.5,0.0,0.0,-0.2
838611,118,17,1,12,28,1,0.0,1.75,0.11,0.0,0.57
1425848,2439,48,120,1,148,33,1.43,0.0,0.33,3.85,1.15
4535745,312,28,2,40,89,1,0.0,1.23,0.02,0.0,0.39
1511043,430,16,21,1,28,7,1.0,3.0,0.18,2.14,0.77
4716932,173,12,15,1,12,2,0.67,1.0,0.17,0.0,0.43
9007554,47,6,7,5,25,2,-0.14,-0.2,0.0,0.0,-0.05
1359290,390,20,12,11,27,3,1.58,0.91,0.04,2.33,0.7
1285837,229,22,10,12,28,1,0.6,0.83,0.11,5.0,0.47
1488429,188,24,5,21,48,1,0.4,1.24,0.08,0.0,0.43
125103,35,5,1,2,2,1,0.0,3.0,0.0,0.0,1.0
2588501,240,29,8,48,107,1,0.5,0.65,0.0,0.0,0.21
49920,99,2,6,1,1,1,1.83,0.0,0.0,0.0,1.22
4299920,37,12,2,10,36,2,0.0,-0.1,0.06,0.0,0.02
8237129,61,11,8,10,8,3,0.25,0.1,0.0,0.33,0.14
3410741,365,7,1,1,1,1,33.0,0.0,0.0,0.0,8.25
2196519,22,8,3,11,22,1,0.0,0.0,0.09,0.0,0.05
3336010,120,12,7,4,30,1,0.57,2.0,0.13,0.0,0.38
7005159,15932,32,899,1,1029,379,0.88,0.0,0.09,1.44,0.62
3123524,123,6,12,2,13,1,0.75,0.5,0.08,3.0,0.5
1011810,133,11,6,6,8,1,1.17,1.17,0.5,5.0,1.1
1450862,1590,36,60,7,326,32,1.35,1.29,0.3,1.59,0.56
2473022,493,16,9,5,11,2,2.78,1.2,0.0,1.0,1.22
5955314,55,11,3,8,15,1,0.67,0.5,0.13,2.0,0.37
5528611,111,8,8,1,11,2,1.0,0.0,0.09,1.5,0.55
1526258,71,11,1,12,9,1,0.0,1.0,0.0,0.0,0.52
2432738,735,34,9,17,25,4,4.67,1.18,0.28,1.25,1.35
5754656,3568,31,137,11,227,60,1.59,1.73,0.63,1.97,1.14
5582220,15,5,1,6,17,1,0.0,0.17,0.0,0.0,0.04
6359791,10,4,1,6,4,1,0.0,0.17,0.0,0.0,0.08
1976626,2195,41,96,12,236,23,1.69,1.67,0.18,4.3,0.88
2986570,62,9,1,22,48,1,0.0,0.0,0.02,0.0,0.01
212678,1644,49,34,12,26,9,3.41,2.58,0.15,2.44,2.14
1089207,46,12,1,18,8,1,0.0,0.33,0.0,0.0,0.21
1366541,19,9,1,6,12,1,0.0,0.0,0.0,0.0,0.0
76389,38,4,1,1,1,1,0.0,7.0,0.0,0.0,1.75
3649128,10,5,1,2,1,1,0.0,0.0,0.0,0.0,0.0
1092324,1585,22,36,3,39,10,3.44,1.33,0.28,2.0,1.81
9137478,351,10,1,3,9,1,0.0,12.67,0.0,0.0,2.71
531132,1085,26,53,8,75,22,1.23,1.62,0.05,1.73,0.76
25882,1092,45,16,9,26,6,2.56,10.11,0.35,2.83,2.77
401024,1609,29,27,6,39,11,4.48,2.67,0.9,7.91,3.12
513269,1525,12,4,1,1,1,36.0,0.0,0.0,0.0,20.57
1989142,29,3,3,1,1,1,0.33,0.0,0.0,0.0,0.17
9610978,95,7,1,15,7,1,0.0,0.93,0.0,0.0,0.58
92584,9697,76,58,7,43,14,14.98,14.86,0.98,9.71,9.43
3500406,609,10,2,1,2,1,22.0,0.0,0.0,0.0,7.33
57845,515,53,6,39,43,3,0.33,2.13,0.05,0.33,0.97
3448628,152,25,1,24,49,1,0.0,1.04,0.04,0.0,0.36
4815286,568,23,7,136,272,4,0.14,0.26,0.02,0.25,0.1
2477241,383,18,1,8,12,1,0.0,6.25,0.0,0.0,2.27
2911241,960,56,76,105,534,36,0.33,0.37,0.07,0.39,0.15
1910558,4968,119,54,65,152,10,6.43,2.75,0.39,7.8,2.36
986437,888,44,11,139,274,6,0.82,0.94,0.08,1.17,0.39
2910721,328,26,2,43,87,2,0.0,0.74,0.05,0.0,0.27
1194896,317,15,6,2,4,3,2.33,3.0,0.5,3.0,2.07
5371819,346,22,21,9,36,1,0.95,0.11,0.08,0.0,0.36
840401,332,29,19,14,44,5,0.42,1.57,0.05,2.2,0.52
378136,362,11,10,2,8,1,2.5,1.0,1.13,1.0,1.76
1072149,1006,41,20,17,13,3,3.5,1.71,2.38,0.0,2.45
448897,314,27,1,21,24,1,1.0,2.57,0.04,0.0,1.19
3920593,9,3,1,9,31,1,0.0,0.0,0.03,0.0,0.02
4277520,84,10,7,9,17,4,0.29,0.0,0.06,0.0,0.08
960405,73,9,1,6,4,1,0.0,2.33,0.0,0.0,1.17
10270656,18,5,2,6,10,1,0.0,-0.17,0.4,0.0,0.16
7671,52980,268,455,24,312,163,9.72,42.67,1.29,10.27,7.89
327978,383,21,9,10,18,4,1.11,4.5,0.06,1.0,1.46
874554,56,9,3,6,4,1,1.0,0.33,0.0,0.0,0.36
3943090,169,13,9,10,33,1,0.67,-0.1,0.03,0.0,0.11
5387531,141,10,36,4,25,3,0.25,0.75,0.0,0.33,0.19
4657065,212,16,7,12,20,5,1.0,1.17,0.05,1.4,0.66
1658192,86,13,1,7,21,1,0.0,2.14,0.0,0.0,0.5
1320963,73,23,1,14,30,1,1.0,0.29,0.1,1.0,0.2
5100895,728,20,45,4,76,7,0.87,1.0,0.28,2.0,0.59
2190917,50,12,3,5,10,1,0.33,1.4,0.1,0.0,0.47
1609429,27,7,4,9,22,1,0.0,0.22,0.0,0.0,0.06
2569531,614,61,10,51,77,2,0.6,1.53,0.05,1.0,0.64
857753,1941,46,100,10,117,27,1.4,3.7,0.13,2.41,1.01
931686,81,6,5,1,1,1,1.2,1.0,0.0,1.0,1.0
3116314,559,33,14,9,56,2,2.21,0.89,0.05,0.0,0.52
5791180,204,13,17,6,12,3,0.53,2.33,0.08,0.33,0.66
3871208,1450,54,77,16,133,12,1.01,0.88,0.15,1.83,0.56
4852369,720,24,45,35,181,13,0.51,0.51,0.1,1.23,0.28
2788862,384,15,17,1,31,5,1.0,1.0,0.13,1.2,0.52
462023,973,27,1,9,9,1,0.0,20.56,0.0,0.0,9.25
2708001,111,11,16,5,20,3,-0.0,1.2,0.3,0.67,0.32
7153621,111,8,17,3,36,2,0.41,-0.33,0.08,0.5,0.17
2288628,1039,31,17,10,43,1,2.06,11.0,1.21,0.0,2.77
6897382,83,17,3,17,33,2,0.67,0.18,0.0,1.0,0.13
1416,394,3,6,1,1,2,4.5,0.0,0.0,6.5,4.0
164769,658,53,18,75,84,11,0.44,0.83,0.01,0.64,0.41
482256,6164,61,195,5,319,53,2.47,9.0,0.24,2.47,1.28
2883013,394,8,44,5,12,8,0.34,0.6,0.17,0.88,0.39
1246592,1776,21,37,1,50,24,3.16,0.0,0.18,4.5,2.09
1205285,201,10,5,1,17,1,2.6,-1.0,0.12,6.0,0.83
2718084,297,17,12,2,27,2,1.08,0.5,0.07,1.5,0.44
6709673,33,8,3,13,12,1,0.0,0.23,0.0,0.0,0.1
2149039,25,5,1,8,12,1,0.0,0.13,0.0,0.0,0.05
5696129,126,11,12,28,45,4,0.0,0.29,0.04,0.0,0.11
2104472,742,21,18,5,43,8,2.44,1.6,0.3,4.38,1.35
2304330,717,29,12,6,3,2,4.33,0.83,0.0,1.5,2.61
1833755,350,13,3,1,8,2,6.0,8.0,0.25,8.5,3.21
2661407,337,6,3,1,1,1,7.0,0.0,0.0,0.0,3.5
1412490,484,37,6,23,33,1,2.83,2.65,0.06,1.0,1.29
3810027,101,12,15,9,16,3,0.67,0.44,0.06,0.67,0.4
1540227,75,9,4,3,9,1,1.25,1.33,0.0,0.0,0.53
1447622,1581,39,14,14,29,6,8.0,2.79,0.1,14.0,3.78
828589,51,7,1,3,13,1,0.0,3.33,0.15,0.0,0.67
2223661,124,15,1,27,28,1,0.0,0.52,0.0,0.0,0.25
5978724,42,8,7,1,4,2,-0.29,0.0,0.0,0.0,-0.14
6101835,15,6,2,6,8,1,0.0,0.33,0.0,0.0,0.12
5147372,539,12,26,10,19,5,0.77,0.4,0.05,1.0,0.5
111174,31124,76,3,65,104,1,1.33,95.32,0.07,0.0,35.88
4643837,160,5,3,27,9,2,0.0,0.04,0.0,0.0,0.02
350612,126,12,4,10,19,1,1.75,0.7,0.11,7.0,0.68
2795569,108,7,1,18,26,1,0.0,0.72,0.04,0.0,0.3
2971650,386,19,7,9,34,3,1.0,3.56,0.06,3.0,0.94
651850,1031,87,4,61,100,4,0.75,2.79,0.07,0.75,1.08
10406471,606,17,1,1,50,1,0.0,0.0,0.14,0.0,0.13
6278661,2312,37,75,1,132,41,1.17,0.0,0.25,1.41,0.72
3844417,69,13,3,25,62,1,0.33,-0.0,0.02,1.0,0.03
5621995,231,17,4,24,72,1,0.25,1.17,0.03,0.0,0.31
2943434,307,17,8,8,36,5,1.25,0.75,0.17,1.4,0.51
2578846,1318,33,111,41,178,25,0.43,1.07,0.11,0.88,0.38
1413222,592,27,58,6,77,7,0.4,0.67,0.08,1.71,0.3
274643,334,11,4,3,6,2,3.25,5.33,0.33,4.5,2.67
170825,617,23,9,8,9,4,2.67,6.13,0.33,4.25,3.1
4720536,124,4,1,8,15,1,0.0,0.0,0.0,0.0,0.0
5934608,116,5,1,1,3,1,0.0,3.0,0.0,0.0,0.5
5202233,127,13,7,6,14,2,0.29,1.17,0.0,0.0,0.31
256431,8587,149,358,32,699,85,1.82,2.44,0.32,2.55,1.0
2157469,103,7,7,9,8,2,0.71,0.0,0.13,0.5,0.27
754608,1193,30,34,1,27,1,3.0,0.0,0.3,1.0,1.76
5176442,4,5,3,5,7,2,0.0,0.2,0.0,0.0,0.06
434481,268,6,8,1,3,2,2.13,0.0,0.33,6.5,2.21
1501354,76,12,1,5,3,1,0.0,2.6,0.0,0.0,1.3
816881,121,5,1,1,1,1,0.0,23.0,1.0,0.0,6.0
6007502,37,8,1,5,31,1,0.0,0.8,0.1,0.0,0.18
1557745,870,24,14,9,30,4,4.86,1.44,0.23,6.75,2.02
118004,60,8,1,4,3,1,4.0,0.75,0.0,0.0,0.78
10316011,717,10,1,1,61,1,0.0,0.0,0.15,0.0,0.14
3889188,88,9,22,25,14,1,0.18,0.16,0.0,0.0,0.13
7459228,135,21,20,6,17,4,0.2,0.5,0.0,0.5,0.19
1676313,109,8,6,4,12,2,0.83,0.5,0.08,-1.0,0.25
7275627,69,8,1,6,7,1,0.0,1.67,0.29,0.0,0.8
265277,1574,70,24,49,77,11,1.33,4.35,0.19,1.55,1.72
1069083,7880,237,203,215,699,63,2.36,2.01,0.3,3.19,1.12
848117,2178,100,57,73,231,23,1.26,2.36,0.19,2.17,0.88
